27	4	4
30	1	1
21	4	4
90	1	1
13	3	3
7	3	3
29	1	1
8	76	76
19	6	5
26	5	5
10	3	3
40	6	6
32	2	2
30	3	3
18	3	3
16	1	1
3	1	1
7	2	2
6	2	2
20	5	5
20	2	2
32	1	1
6	8	7
7	1	1
16	11	11
8	1	1
18	13	12
14	18	18
54	2	2
9	1	1
39	1	1
3	1	1
22	3	3
4	2	2
7	8	7
12	1	1
24	2	2
93	4	4
9	3	3
29	3	3
2	1	1
19	1	1
46	1	1
69	7	7
86	3	3
23	2	2
68	3	3
4	1	1
7	2	2
14	42	29
33	2	2
4	9	8
13	1	1
11	1	1
6	2	2
41	3	3
35	3	3
10	1	1
5	1	1
22	3	4
7	2	2
8	2	2
30	2	2
12	13	9
90	3	3
27	1	1
12	1	1
80	82	83
6	4	3
4	9	9
7	2	2
5	1	1
76	3	2
6	5	4
29	3	3
5	1	1
93	2	2
50	3	3
13	3	3
23	1	1
6	3	4
24	1	1
1	2	2
45	4	4
49	2	2
13	2	2
5	1	1
49	3	3
59	4	4
21	8	9
2	2	2
33	4	3
5	1	1
87	3	3
100	4	4
14	3	4
6	3	3
38	2	2
81	5	5
42	1	1
15	2	2
35	2	2
39	3	3
61	2	2
3	1	1
26	2	2
5	2	2
7	1	1
84	1	1
4	2	2
81	1	1
21	2	2
12	9	9
37	4	3
50	1	1
8	1	1
12	4	4
85	2	2
100	89	89
3	20	22
2	1	1
12	8	8
10	6	6
73	3	3
2	2	2
19	1	1
54	2	2
37	4	4
42	5	5
8	49	40
25	3	3
23	5	5
43	4	4
13	4	3
41	3	3
4	1	1
10	2	2
43	1	1
1	3	3
16	3	3
34	3	3
11	2	2
29	2	2
12	3	3
30	7	6
8	1	1
9	1	1
3	2	1
7	2	2
82	2	3
10	2	2
59	4	4
64	10	10
16	2	2
34	3	3
46	4	4
43	2	2
4	1	1
6	3	3
69	75	75
8	3	3
3	1	1
66	12	13
16	2	2
27	7	6
6	2	2
74	3	3
15	2	2
65	2	2
61	2	2
50	2	2
3	2	2
5	1	2
23	2	2
58	3	3
6	1	1
84	3	3
81	3	3
51	2	2
96	2	2
22	1	1
21	3	3
22	1	1
42	2	2
6	18	24
16	2	2
96	4	2
84	1	1
24	5	5
24	1	1
5	1	1
49	2	2
23	5	5
16	4	4
14	1	1
7	6	6
25	3	3
79	66	66
59	8	8
13	4	4
35	5	5
49	1	1
7	1	1
80	2	2
22	35	35
10	4	4
32	2	2
34	2	2
5	15	15
4	2	2
9	4	4
26	1	1
17	1	1
12	3	3
86	2	2
8	1	1
14	1	1
37	6	7
17	2	3
26	2	2
3	3	3
8	1	1
25	3	3
44	1	1
86	2	2
29	9	8
41	1	1
9	2	2
33	1	1
10	1	1
37	3	2
20	2	2
57	1	1
16	2	2
35	4	4
4	2	2
17	29	19
40	1	1
74	2	2
58	6	6
53	6	6
7	7	7
7	6	6
53	2	2
75	5	5
17	1	1
3	1	1
4	4	4
15	1	1
68	1	1
9	1	1
4	28	21
7	1	1
3	33	36
10	2	2
14	1	1
14	4	3
9	3	3
78	8	8
5	2	2
33	2	2
21	62	54
13	3	3
19	2	2
79	4	5
6	2	2
10	1	1
59	3	3
14	4	3
83	3	3
5	4	4
17	3	3
42	2	2
23	1	1
8	4	4
3	1	1
4	2	2
69	5	5
12	1	1
12	2	2
3	1	1
26	18	30
13	1	1
28	3	3
35	2	3
15	49	49
97	55	46
17	2	2
3	2	2
36	2	2
57	2	2
66	7	7
10	3	3
94	5	5
4	1	1
4	1	1
56	1	1
29	1	1
30	3	3
30	2	3
54	1	1
5	1	1
90	4	4
14	2	2
19	1	1
8	1	1
56	3	3
44	2	2
11	1	1
68	3	3
2	1	1
76	3	4
3	1	1
5	1	1
30	9	9
41	33	21
5	2	2
3	1	1
30	5	5
33	2	2
31	3	3
3	4	4
7	2	2
7	1	1
17	3	3
76	2	2
84	1	1
1	3	3
31	1	1
10	2	2
55	2	2
30	4	4
10	1	1
8	2	2
23	1	1
18	3	4
4	1	1
18	2	2
8	1	1
42	4	4
26	4	4
74	5	5
8	1	1
5	1	1
74	7	7
3	48	48
8	2	2
6	3	3
5	1	1
7	1	1
48	8	8
6	1	1
6	3	3
64	2	2
4	2	2
10	3	3
3	2	2
46	3	3
5	1	1
69	2	2
11	2	2
11	6	6
57	2	2
26	4	4
90	6	6
15	2	2
3	1	1
42	2	2
8	2	2
10	2	2
7	1	1
5	1	1
16	3	3
52	6	6
25	5	5
93	1	1
26	3	3
56	3	3
8	2	2
20	1	1
31	2	3
10	2	2
21	1	1
23	7	9
29	6	5
8	1	1
14	1	1
26	3	3
43	2	2
65	6	6
28	1	1
94	3	3
38	1	1
93	2	2
19	5	5
8	1	1
17	4	4
33	4	4
22	3	3
45	7	7
9	10	9
10	2	2
53	3	3
47	4	4
36	4	4
13	2	2
69	14	14
45	7	7
5	1	1
5	1	1
36	1	1
49	5	5
27	4	4
24	1	1
23	2	2
70	2	2
16	1	1
69	1	1
4	3	3
2	3	3
8	1	1
16	1	1
47	3	3
15	3	3
69	2	2
16	2	2
3	1	1
81	1	1
39	1	1
2	3	3
10	2	2
39	1	1
14	1	1
17	1	1
17	3	3
37	1	2
8	5	5
39	7	7
91	3	2
56	1	1
12	1	1
13	3	3
91	4	4
6	36	19
39	1	1
4	1	1
26	1	1
25	12	12
94	1	1
42	2	2
22	4	4
8	5	5
80	2	2
10	2	2
87	2	3
86	7	7
8	1	1
12	2	2
22	43	37
64	11	11
64	1	1
46	3	3
2	1	1
43	60	52
46	40	40
12	4	4
31	1	1
69	1	1
13	3	3
16	1	1
6	1	1
13	2	2
9	1	1
25	47	43
18	4	4
9	2	2
2	2	2
26	7	6
10	6	4
17	2	2
35	5	5
