102	23.2776	132
3	146.374908	168
6	106.793008	152
13	180.40759500000001	106
89	24.318054	182
3	47.800603499999994	209
5	157.060148	273
7	323.36193	104
95	31.024826	222
6	166.021543	136
87	62.003243	505
96	22.517277	361
13	185.51763499999998	325
3	134.932527	97
10	70.641942	160
15	113.302936	191
69	58.806096	252
29	33.407677	97
21	205.69267800000003	352
3	290.66080100000005	179
80	23.85429	135
31	100.18298399999999	313
16	85.10594	133
12	72.14214	84
6	134.64684	104
7	158.798153	114
1	1147.8511350000003	117
37	23.06345	107
9	132.065644	226
15	72.813216	202
5	387.9673799999999	242
158	27.942244	172
8	82.069732	126
46	34.35612	166
7	343.935325	166
2	371.68564299999997	152
7	85.574196	81
16	45.024094	146
53	46.709883	166
8	104.925343	232
9	198.01972600000002	262
11	124.45346599999999	113
12	93.763596	119
5	148.513842	176
69	29.816608	169
1	882.5221849999997	172
10	268.401234	157
6	391.253798	94
7	188.06198	136
42	38.59843	162
119	20.041382	157
40	51.429653	163
14	95.203819	166
62	15.754102	91
33	152.271266	144
4	303.128693	62
53	55.47978499999999	294
39	36.43495	184
1	1436.6619120000005	229
68	28.456194	97
4	420.5540059999999	209
23	44.68843	106
8	138.67671999999996	91
27	45.48194	157
137	25.336456	249
16	37.105446	111
3	403.7712409999999	182
44	43.501516	262
4	183.457533	142
2	454.65311799999995	178
3	370.836483	156
16	86.490713	175
7	135.78681	236
3	350.93187000000006	178
9	218.72600799999998	246
2	337.6624280000001	94
7	75.004696	102
9	126.055016	252
50	30.15408	136
29	58.647796	245
52	49.75454	229
176	21.417315	193
5	129.709706	90
13	71.935818	115
19	86.542492	161
7	136.682229	281
3	278.341058	102
115	23.261765	140
21	94.435957	143
85	24.292118	218
16	46.67447	92
5	180.186345	105
3	1077.836719	442
4	591.0527450000002	107
43	23.135138	157
3	256.517123	192
32	46.643460000000005	262
2	270.400691	65
13	161.691638	160
69	41.54089	163
22	51.696504000000004	160
9	51.120746	154
251	25.104477	282
77	38.357613	121
5	133.483405	139
3	502.65441699999997	205
60	44.432144	216
58	29.094328	137
34	46.3115	229
25	64.390458	145
27	65.850309	326
28	27.813854	88
1	727.530134	137
25	64.23435	129
3	279.04910699999994	274
19	55.218492	182
15	92.453864	116
79	23.94676	115
3	111.46299499999999	244
9	144.802369	184
3	289.61540199999996	124
96	26.175207	127
3	174.362646	159
3	330.2939339999999	174
2	352.103479	99
7	150.158154	172
14	102.393283	212
28	34.706615	164
9	86.032886	119
3	349.4246509999999	166
53	27.395908	118
3	326.83380400000004	96
65	35.51285	241
16	200.58571600000002	122
6	112.66284	81
5	317.78285900000003	247
2	372.74082699999997	246
2	138.658195	85
4	370.93295400000005	178
3	286.04250800000005	322
9	206.39678499999997	248
3	371.32820699999996	137
200	24.117401	270
17	48.129538999999994	162
10	78.311041	148
3	826.3577770000003	237
11	67.178719	160
111	36.662804	128
107	24.51896	113
196	37.25861	323
74	21.266563	175
22	52.820629	125
3	200.46749299999996	85
2	654.372594	223
3	165.685045	165
65	21.81485	130
31	68.67704	101
10	113.54968299999999	261
111	30.05832	246
2	551.5547979999999	83
46	29.617634	101
21	45.807198	119
7	261.20931900000005	359
117	20.162586	151
8	33.65068	88
60	20.516857	166
29	60.095749999999995	121
13	83.882519	122
7	88.74382	113
5	194.83664399999998	225
5	109.947619	81
3	58.012941000000005	68
52	44.464302	121
1	372.29579200000006	106
10	140.642528	187
1	1547.660233	121
103	18.919743	111
37	56.909035	103
5	130.464172	115
7	103.75167000000002	185
6	163.95335699999998	171
6	109.90468	99
16	115.026927	238
12	120.944286	254
11	83.01213899999999	158
18	143.39234	255
1	153.375435	86
43	19.471756	136
23	92.412298	280
10	51.789351	133
38	35.49797	144
82	55.988652	275
73	27.083965	185
7	479.71926900000005	322
1	603.1937219999999	237
3	142.26563299999998	157
61	28.584185	146
1	311.87351600000005	137
18	58.48636	220
4	195.125806	133
79	39.80191	122
66	26.893562	244
41	37.44458	132
86	22.598795	124
36	28.74915	131
9	61.31371	116
125	24.03888	142
21	50.929662	154
5	110.031236	82
1	383.821408	161
127	23.51278	130
40	78.358641	265
33	101.57279700000001	348
5	235.88757199999998	142
58	14.355451	75
40	30.54568	182
10	161.16898500000002	195
2	219.84297300000003	221
6	180.859889	170
5	512.129125	251
14	49.28544599999999	173
210	26.346024	254
7	142.012822	164
5	129.571112	189
88	27.067608	226
4	85.596449	82
75	23.02325	247
16	114.43177	136
111	26.648214	289
29	56.280038000000005	98
16	97.374344	163
8	92.47250799999999	172
23	65.388079	113
115	29.221888	194
7	100.097828	159
8	164.93491799999998	203
3	156.413295	149
190	25.45988	285
3	202.38611999999998	79
192	33.888557	251
52	31.621872	163
11	72.91284999999999	120
17	62.831772	176
4	142.26563299999998	157
85	32.392426	146
31	51.054596	135
20	145.969178	134
7	101.557936	146
3	165.77203300000002	137
5	251.06974000000005	170
23	53.530204	187
158	29.235542	323
23	32.494934	104
80	26.297865	231
2	264.96614900000003	187
17	41.136192	129
4	168.873292	163
4	91.93157400000001	96
108	21.751186	113
26	86.42555200000001	113
12	88.582926	104
35	30.28268	113
9	105.246588	129
18	48.426838	124
11	144.109253	147
12	369.043764	558
2	203.00594999999998	167
37	56.402197	177
6	132.051703	141
10	153.10799	176
5	383.7702199999999	227
4	657.4388400000001	395
1	433.0221299999999	91
60	31.284754	109
11	118.561517	237
10	184.595238	196
39	32.465885	103
5	227.03271200000003	175
3	205.537121	142
4	363.717618	217
4	420.60751400000004	293
21	110.935469	234
7	210.11202200000002	244
16	109.41107099999999	234
94	20.05613	96
76	49.93512	403
59	51.071674	200
12	203.76919800000002	243
2	195.23848900000002	113
2	129.632615	112
2	782.3812150000001	171
6	97.577692	100
21	78.718299	182
51	28.229729	222
2	290.180382	106
105	33.070038	233
47	52.378674	142
23	61.017033	190
137	32.620815	206
141	19.773556	203
6	140.267775	118
10	263.878501	236
74	19.31609	125
39	31.499561	118
42	43.644394	153
5	101.015661	106
30	29.915156	99
5	278.488544	106
9	131.557281	122
62	24.74805	125
18	58.919055	214
5	291.33246799999995	114
4	246.23637200000002	97
13	126.54556	130
46	54.501296	304
11	199.127637	218
41	24.522453	159
9	381.1678109999999	177
28	30.665874	83
10	104.59562600000001	230
13	92.373658	156
148	24.646599	154
4	281.419982	205
3	511.73879700000003	107
39	26.989197	123
12	100.83693699999999	110
189	21.928467	252
81	27.249615	126
34	40.29312	114
1	615.798039	109
70	26.96061	142
49	25.249918	212
17	153.19248	284
162	26.698257	215
40	31.419926	142
3	168.326888	234
6	72.88653	98
20	87.818802	231
8	112.352601	174
9	94.372254	175
82	26.96083	166
6	115.61998400000002	182
2	213.20777300000003	139
77	25.84539	183
16	325.347207	410
8	193.813424	332
31	87.396934	225
13	121.82326599999999	115
16	100.301587	155
3	320.408224	238
13	54.440116	105
3	434.69458699999996	178
5	90.18767000000001	102
5	204.78916099999998	187
75	23.189793	156
6	369.401672	178
52	33.381935	172
108	22.720343	137
29	51.109832999999995	244
36	46.42006	188
84	24.03888	118
3	430.809522	239
5	346.82136	148
4	179.88406	126
6	99.81729	129
105	21.76678	203
3	472.307359	140
148	35.2645	383
168	23.77655	315
1	162.14995000000002	79
5	261.17827200000005	118
41	32.560066	144
9	110.941372	104
12	88.422977	168
20	59.911636	107
5	104.625276	216
44	172.851304	312
6	357.31496500000003	184
21	51.141144	104
30	35.00177	145
14	77.39106	192
34	42.182426	151
27	47.850846	107
66	27.361362	126
14	75.21936099999999	108
85	19.665127	95
9	110.52909	105
6	190.111552	192
11	83.986362	128
24	52.125514	159
56	33.704117	98
12	82.297668	162
24	29.68272	70
6	247.51147400000002	255
7	132.088204	162
16	70.61752	297
5	140.280105	225
72	26.154383	204
18	143.787615	296
4	192.80135900000005	65
33	43.724274	203
5	211.239898	248
4	190.374983	194
3	260.48097300000006	263
89	40.516042999999996	274
39	39.065445	146
24	19.548197	56
75	26.221184	175
8	160.83235599999998	164
45	41.61349	196
44	52.788376	121
2	573.1597399999999	169
8	85.871959	96
56	22.62697	125
5	65.955333	96
9	38.620964	53
6	217.00934999999998	114
3	235.50562	120
11	79.899458	148
30	31.375652	126
26	32.453175	127
127	28.540222	152
4	200.50619400000002	99
25	26.585934	137
7	222.981883	103
35	26.892384	183
65	25.893307	171
25	48.703934	161
12	98.126917	177
44	77.11156	231
26	62.012022	150
2	335.6866159999999	190
3	696.1886040000003	145
37	52.44091	237
6	157.27594200000001	193
7	233.858025	81
66	32.687565	246
2	112.247478	158
1	250.31184	229
37	53.179964	155
15	125.37130499999999	250
7	135.178531	210
136	22.877684	163
2	394.0687569999999	179
46	34.54784	94
63	33.919186	147
5	91.110968	195
38	32.741837	52
108	30.744228	129
52	27.311848	168
7	104.925343	232
17	77.840877	136
23	101.983281	151
25	64.34131	82
20	47.74388	110
5	250.409178	167
3	513.8858369999999	348
31	51.750938	135
5	146.362044	107
2	711.5360690000001	336
30	27.74842	87
6	117.12893199999999	153
9	140.904269	191
37	35.231155	182
90	26.952501	167
16	78.60246000000001	215
29	22.626198	57
40	35.23042	176
5	126.32650799999999	162
3	386.57459499999993	215
13	79.50223	89
103	24.2359	174
12	66.959632	135
20	33.655983	78
10	155.662896	256
6	116.132642	184
22	58.479330000000004	120
15	100.650557	163
8	477.3171	178
3	733.2155819999999	220
16	80.754095	223
19	47.602512	129
3	216.71265800000006	142
5	213.71313700000002	156
31	46.506386	152
3	648.0245689999996	324
4	500.04398799999984	240
6	415.3026630000001	288
10	52.600754	77
3	409.94155799999993	210
10	94.403372	99
65	22.981714	105
40	47.528	193
2	467.165922	113
4	119.191512	137
178	24.560696	203
15	74.9845	158
3	297.327092	98
7	104.48826600000001	66
29	53.520731	224
144	23.133284	184
36	31.622414	83
5	305.42638	181
234	27.747814	244
5	146.707301	131
6	413.47548900000015	387
15	75.045833	141
11	123.54940200000001	141
3	217.98753299999998	176
14	51.53767	93
2	236.80763100000004	276
7	232.78479399999998	221
3	643.4006000000002	180
11	173.92739899999998	117
17	73.366311	202
138	23.504301	207
4	170.016036	183
159	24.03888	167
17	94.90731	139
13	50.21743	100
14	64.74294	138
7	175.331239	175
2	843.0262630000002	133
3	653.0723849999997	183
11	60.077484	63
3	192.936144	212
1	352.16270600000007	63
84	19.593117	101
16	120.653332	287
22	54.126098999999996	163
11	65.8582	134
74	21.225727	82
75	28.917934	126
4	248.431155	154
5	102.96969999999999	187
6	206.940914	139
5	275.621564	150
139	24.908978	166
8	160.212442	189
81	41.321968	270
50	24.672958	155
48	33.952614	156
140	21.397469	152
12	90.587352	217
7	350.3708419999999	419
20	68.226249	217
12	76.8246	125
161	12.835915	169
10	104.832886	130
62	32.33117	205
8	114.131081	93
236	22.299534	265
208	20.563942	293
172	43.7733	215
7	110.10017599999999	110
5	175.70702200000002	186
3	388.03339800000003	114
83	30.783333	141
36	61.07869	219
41	21.456797	124
55	70.162953	174
12	109.76643000000001	164
3	101.176447	193
44	57.367746999999994	220
2	281.537076	160
5	173.579175	268
18	133.869371	344
4	94.418438	97
13	104.866178	187
21	58.920897	167
4	604.7362579999999	180
4	123.00383500000001	148
41	31.60865	130
3	193.46951499999997	137
157	30.43889	179
42	29.277386	128
11	66.883404	76
4	232.947174	71
7	137.415703	132
3	149.89191499999998	129
21	72.60288	287
3	573.019152	187
47	46.649902	198
26	49.397489	206
7	136.878242	115
13	64.006584	48
17	32.075424	75
8	148.016649	100
23	88.793616	199
149	26.709229	166
87	21.825258	177
72	32.91154	155
35	42.02718	152
138	26.98437	168
26	90.209403	154
1	295.902123	103
88	39.94761	233
44	31.529663	145
12	123.166615	138
7	146.88841	152
6	287.925025	253
42	53.389546	224
52	64.486424	295
7	101.553422	151
23	123.708034	267
13	166.398931	194
14	85.17382599999999	145
2	529.9767299999999	234
37	24.206116	102
85	38.352055	286
60	40.686646	255
10	64.31418	195
