4	246
70	76
11	33
21	396
14	95
73	95
115	863
2	124
117	322
11	652
15	49
48	179
29	217
45	99
36	95
51	624
4	45
30	271
5	38
2	82
4	44
14	97
55	59
5	15
3	169
3	4
19	262
42	61
67	87
5	16
14	112
26	88
13	58
1	26
5	28
13	67
11	23
74	91
21	228
95	396
19	40
1	26
1	316
85	154
3	63
10	12
1	40
5	160
29	62
5	13
2	10
10	44
2	25
15	32
13	97
25	67
8	20
15	385
39	153
3	44
4	290
8	229
8	70
12	48
25	66
2	558
10	23
4	104
6	51
6	121
59	91
11	95
189	275
5	50
74	89
2	88
23	166
4	7
46	54
5	14
3	203
2	46
7	21
30	79
3	121
3	125
14	20
21	35
25	26
29	34
5	20
10	208
2	88
227	335
5	37
14	195
17	1656
13	67
17	78
5	56
9	238
11	23
26	34
153	265
5	282
1	88
28	88
124	202
5	166
2	171
170	193
11	29
49	104
1	14
3	27
3	20
324	470
2	38
6	165
2	72
1	35
6	150
6	100
9	84
5	89
34	48
13	224
15	196
27	298
30	33
4	16
6	124
1	179
19	240
34	41
5	36
2	14
10	39
8	17
9	15
12	81
8	122
1	91
11	171
52	133
7	118
12	37
110	168
3	64
5	447
3	62
17	29
2	55
19	38
15	154
70	111
4	49
24	40
82	140
10	169
12	12
150	250
1	80
20	79
70	230
5	121
1	14
3	9
7	157
5	410
61	399
5	67
15	18
6	124
22	37
13	46
3	1108
2	16
3	627
53	408
29	42
17	46
3	26
18	46
24	863
4	9
27	211
11	68
29	78
3	22
3	352
1	177
4	101
4	47
2	66
5	33
33	399
3	17
6	14
6	152
12	596
45	236
33	529
7	79
9	11
1	178
25	240
2	66
139	168
7	7
21	67
6	7
9	18
24	104
5	36
5	32
12	85
10	240
35	59
7	48
4	123
12	15
5	62
14	55
34	36
10	122
37	64
16	47
11	59
5	8
34	46
91	121
9	59
13	36
3	52
21	26
469	519
5	170
238	241
47	549
5	154
5	33
14	135
3	126
2	118
6	14
4	46
7	41
31	37
79	86
53	115
21	43
3	14
10	48
17	53
249	403
28	29
5	16
21	21
3	31
52	130
16	104
8	53
3	33
198	233
4	21
6	24
3	51
3	23
50	169
25	47
67	258
21	201
6	97
18	286
5	197
44	174
7	14
5	45
27	122
3	148
90	268
1	29
11	431
56	80
253	314
2	35
11	39
1	22
3	13
15	47
3	19
3	16
8	399
9	123
3	20
2	124
4	45
12	171
24	274
18	91
3	15
14	26
19	49
12	16
3	62
1	60
52	174
7	264
22	46
12	24
17	56
15	27
150	161
6	85
9	115
18	28
12	42
82	340
20	25
24	26
3	75
2	361
21	118
4	10
8	95
2	73
7	9
17	793
1	62
15	25
2	21
15	35
17	43
5	33
8	83
13	66
4	31
9	11
2	528
5	43
2	169
143	396
1	66
2	41
7	44
30	232
35	42
4	11
23	38
8	390
8	18
7	58
6	300
11	88
8	28
3	81
56	198
101	524
5	49
8	141
5	73
1	94
5	21
118	151
31	35
23	81
15	62
1	13
2	34
4	85
3	61
25	32
52	125
5	18
5	13
18	21
129	399
11	205
3	135
296	461
10	29
158	188
5	21
8	159
3	57
2	15
48	140
13	121
13	24
3	119
16	727
18	19
547	554
20	101
2	43
4	10
1	13
5	61
89	91
15	47
9	148
32	698
27	49
2	172
4	12
62	147
22	56
4	14
28	233
6	18
31	97
19	28
4	43
36	63
25	188
30	138
46	46
2	46
7	20
2	37
13	663
15	60
54	242
2	16
