40	1116
20	799
42	1230
888	1400
423	783
21	910
6	3255
756	1360
8	1397
42	1071
5	1648
246	1166
67	670
33	1176
1080	1281
9	1023
303	1213
482	1316
50	1651
99	1081
456	880
67	1223
505	1396
10	1896
22	1112
37	933
22	1085
7	1106
98	1081
10	1263
37	1497
4	967
680	794
218	445
143	1175
30	1051
46	1244
10	1419
136	1623
7	911
97	624
205	804
27	1108
9	1081
2	975
97	951
82	863
25	1143
16	1092
5	1168
278	1420
540	1398
4	1072
988	1136
274	863
1055	1457
319	1058
6	1039
5	1114
30	792
26	1118
12	829
41	1231
162	880
29	1555
12	1165
1030	1158
23	388
5	1331
67	1329
153	1331
922	1227
687	1262
3	1088
177	1223
847	1312
12	1198
13	789
69	986
430	1250
40	987
23	1036
368	1257
29	1003
5	900
86	1157
112	1076
8	1065
565	1232
1	870
63	1396
4	1628
47	1111
23	871
411	1282
117	942
167	1308
401	1078
7	1014
43	1218
802	1092
3	1129
3	1286
4	819
56	1002
691	868
425	1414
668	841
12	1034
2	1151
8	1567
4	791
59	465
955	1028
14	1253
219	802
125	1153
9	1121
37	1322
74	977
63	1427
10	1261
53	1336
26	1034
124	673
8	1069
6	1058
36	1113
9	1170
9	707
4	1172
8	1367
174	1413
950	1086
241	866
66	679
108	1148
53	860
6	1034
249	1049
3	1394
5	815
24	988
4	1166
611	850
855	1058
116	1123
10	1129
109	1350
650	1560
198	1286
16	1105
184	785
59	1193
83	1367
492	1214
13	620
137	910
16	1495
45	1094
200	958
4	945
64	1495
25	1001
39	1369
5	1111
51	1431
239	973
23	1127
59	1340
2	854
20	1188
190	1284
128	1559
141	1474
7	1123
355	1325
50	1129
26	1285
53	1216
228	1121
166	850
8	1214
171	1442
19	1236
3	1321
148	1419
697	888
9	1241
17	928
1	346
265	1212
24	1073
25	1055
105	972
45	1138
324	1449
5	1432
787	1184
343	1071
454	915
3	915
385	1216
9	1003
41	618
415	954
9	1031
10	1396
3	967
13	877
1083	1264
343	663
7	1498
13	1242
17	1065
1194	1342
6	1388
344	1220
126	937
7	934
5	1373
231	1603
29	1236
548	1038
15	1284
84	1058
4	825
13	894
29	1031
108	1171
46	1175
356	1119
334	1630
4	1061
3	1232
9	920
17	642
85	1150
104	1016
174	870
34	1166
49	1545
72	790
4	779
183	405
17	760
379	990
49	1055
196	1037
7	1252
48	852
121	1406
558	1357
11	626
290	1265
996	1091
17	898
306	1566
55	1236
20	450
292	965
180	1133
22	897
689	1339
8	1214
272	1320
19	952
29	755
253	1385
181	830
494	1285
44	965
53	972
3	725
7	1128
8	1027
380	995
200	1309
292	1438
20	1183
38	1016
30	1107
20	947
22	1103
16	710
8	1019
25	1324
35	1097
33	1188
60	955
58	1241
11	1213
168	931
19	971
117	894
302	1230
227	1070
27	1217
4	1014
268	1101
789	993
7	1532
530	1370
260	756
16	827
10	799
10	1335
5	1186
10	1625
26	1230
5	966
18	1319
37	1676
6	862
19	977
182	1134
140	1176
46	1040
145	989
423	1162
20	962
61	868
49	1005
73	1607
19	1155
16	797
1	1370
32	1083
11	1390
254	787
35	1347
4	669
76	881
33	1420
290	1298
22	1517
14	1003
5	1139
60	1038
431	917
27	1019
21	1055
879	1343
536	1835
90	1147
13	1101
268	1825
7	904
8	1466
19	1145
464	1089
670	1123
240	1304
10	1295
40	1208
124	1067
32	1284
30	982
336	924
466	1466
18	1232
16	869
7	1488
185	1373
6	1313
963	1104
20	1082
140	1483
32	1304
6	1137
7	1585
976	980
8	988
429	511
307	928
18	904
157	842
498	900
54	1406
9	1184
755	1747
39	1308
3	1069
22	1529
7	1101
12	1249
24	891
108	1085
93	1482
155	1195
9	1029
29	977
2	1166
19	1188
399	1035
138	956
86	781
23	990
68	1618
4	989
108	1130
7	1377
14	1238
277	1048
182	1399
33	1331
4	1444
13	1959
11	1445
170	1569
6	830
41	1180
4	856
5	1188
22	397
7	898
8	1144
406	1134
30	1039
12	497
90	1157
27	1025
12	1235
80	323
6	1118
33	1121
693	1413
4	1185
7	1256
5	1701
76	1098
114	1181
6	1696
29	1211
5	1151
198	1096
93	1281
225	1701
50	1224
457	528
154	914
23	1166
145	738
6	948
1	1267
45	886
49	1265
13	1289
5	840
49	983
21	954
121	1461
2	766
33	1579
5	1171
885	1183
87	1123
464	1424
100	1203
14	1280
6	1401
663	1223
38	1626
630	921
81	1025
42	1049
103	1477
15	795
35	783
39	1237
366	2417
61	1066
3	1152
26	536
265	1011
556	940
560	751
145	1117
226	1157
7	1366
84	1146
4	990
21	1001
448	912
12	1785
37	881
177	1031
8	1049
146	888
12	880
85	1226
154	1156
382	953
100	799
3	1013
2	924
126	1077
12	386
531	892
433	1032
334	999
564	1091
133	1135
2	778
19	1044
54	892
140	1519
42	1511
8	1286
341	1011
103	1399
23	1304
53	927
43	1313
13	1088
41	1044
4	1236
10	1184
415	1321
43	1076
1	1026
16	705
122	851
220	949
34	1423
11	1274
569	1147
29	1097
12	1012
30	1023
8	1112
3	1283
7	1134
82	1144
10	1263
59	993
64	1340
16	1273
34	684
452	1184
176	1322
727	765
105	1474
46	1214
193	845
195	1335
43	1197
4	1396
6	977
69	983
336	820
271	1099
16	1187
27	1022
74	1611
15	1072
472	1570
1333	1342
50	1667
3	1219
5	1111
239	1605
23	916
182	1188
289	1144
107	1082
108	932
198	1011
58	983
6	1053
84	1542
81	728
7	836
165	1155
96	1041
287	1107
22	1187
21	1425
22	1253
193	1187
42	900
6	1900
114	294
16	1165
96	639
794	1099
101	905
24	1235
5	1262
49	1362
16	1081
14	1424
162	1081
7	1274
25	1252
59	988
13	1186
35	734
49	1685
7	748
53	1111
112	1395
22	1628
104	958
10	1207
92	1300
351	1254
5	975
9	1281
26	914
17	2152
430	1419
12	933
86	1122
8	1003
708	1181
677	1126
37	1025
307	1122
829	1322
774	1387
357	1014
3	1009
8	986
25	1183
44	844
103	1110
86	1020
29	1298
41	1320
33	1289
10	1226
37	1094
20	1079
131	901
788	1103
257	1331
16	1028
35	1084
4	957
17	1425
146	833
40	1488
142	1250
74	1209
53	1308
7	1347
334	1124
75	1205
17	604
3	1201
1162	1329
4	1335
15	1148
213	1008
9	1017
4	1016
7	832
508	1638
3	1108
10	1089
14	1305
14	1042
29	1247
1061	1279
9	1674
174	995
5	1329
33	927
322	1045
21	699
19	1275
6	827
10	1330
59	829
14	1174
83	997
810	934
274	1171
17	836
158	1082
238	1065
307	772
23	934
8	938
3	1041
385	966
4	1339
69	1288
12	1234
3	1546
13	1125
28	1118
35	876
15	927
287	1245
97	1356
1194	1207
17	1450
36	1196
57	1401
836	1328
10	1465
149	362
4	1209
4	1348
56	1336
30	1439
971	1253
30	1157
54	1214
90	1125
14	1140
8	1027
44	1015
237	1361
11	1236
2	2052
342	1734
3	1136
5	1258
608	1195
30	909
128	1083
41	837
5	1342
130	984
3	1016
598	1052
30	1040
