2616	3173
63	1789
268	2238
887	2971
72	2418
803	2656
926	3591
2077	3852
4	3240
298	2180
682	3137
25	1691
66	3289
615	3280
1404	3295
31	2989
195	1373
977	3140
19	2432
94	2992
7	3170
791	3148
14	2674
68	1477
209	1193
89	2730
42	2539
246	1086
68	3253
460	1884
37	3820
743	1955
413	2432
436	846
20	2779
604	4309
26	3460
3395	3410
83	1560
169	1182
47	1774
3	7343
871	3020
16	3716
544	9666
74	2604
489	4742
116	2750
1002	2683
3	2193
20	3176
1183	2102
38	3497
3122	3156
888	1745
384	2750
1550	2694
12	2608
80	1391
21	3339
935	2553
24	2808
25	1638
81	1894
33	2726
52	2880
4	2095
96	5496
122	1317
134	2767
1072	2559
1168	1923
557	3530
1216	2177
23	3823
16	2684
907	2619
570	3323
53	3013
7	2149
2872	3069
3	4766
24	4193
311	2182
1050	3761
1	779
449	2681
34	1819
929	2330
12	3253
26	2891
389	3319
31	5051
1960	3071
804	3768
22	2231
5	2248
8	1346
136	1826
31	6346
740	2973
228	3235
26	915
48	1546
19	4566
2	1434
188	1359
16	3831
209	1359
27	2131
4	1340
133	3319
113	3649
110	3382
31	2749
15	2003
13	2896
12	3222
1096	1735
16	1629
209	2613
122	2306
167	2975
36	3139
2614	2851
291	1789
32	2003
96	3229
3	2663
6	1690
49	3597
53	1318
1714	2672
1888	3421
51	3291
53	2806
225	2624
1290	2988
139	2111
208	2210
4	2929
492	1988
548	3211
1451	1767
601	1791
21	2229
473	1850
3	2490
93	2137
72	8514
222	1177
199	2095
83	2165
98	2169
8	2693
642	1710
7	3484
2273	3096
342	4186
7	2622
25	1528
575	3769
213	2469
145	1698
10	1453
153	4537
45	2616
4	2967
2509	7043
329	3041
504	2304
203	1368
398	1881
113	1256
7	3973
123	3916
33	2263
845	3263
1307	1444
35	2049
15	1359
83	2695
701	4455
27	2120
10	2500
2281	3976
398	3140
22	2165
779	2754
1120	2801
379	3257
175	9437
23	1721
37	2624
473	10142
165	3178
79	1528
136	2321
8	3470
7	3866
42	2436
220	1778
30	2847
45	2329
90	2011
1307	1499
170	2210
14	4115
430	2935
2960	3120
197	3597
10	2350
1484	7703
195	3634
4	1729
29	1359
8	2920
1162	2972
89	2899
837	2600
460	3806
3	2951
3	3055
36	987
1492	3458
2548	2986
1321	3940
26	3194
10	1777
536	1442
2483	3053
358	3104
712	2222
15	1722
81	4164
981	1396
407	3339
104	4479
223	1850
65	2024
1390	3213
24	768
1236	2384
36	2146
270	2846
155	1103
1320	3173
58	2099
41	4042
41	1839
13	2255
33	2123
500	2621
802	2621
415	2678
513	2436
21	833
7	2171
29	1366
957	1532
41	1954
456	2001
160	3121
69	3036
144	1555
489	2372
52	1606
193	1373
179	1955
1643	1947
4	2880
192	2634
14	2750
22	4228
14	1856
33	1585
340	2434
19	3949
97	3025
153	1499
29	1639
209	2565
633	3621
620	3492
62	3299
41	1189
14	8078
63	1723
149	2816
370	5619
424	1136
8	1413
10	91
29	2204
100	3520
113	3739
20	2756
194	2155
106	2567
24	3110
10	1551
59	2954
196	3042
125	1605
46	1866
94	2369
466	3696
1706	2452
69	2872
389	2576
32	2320
7	3216
367	2626
2279	3011
379	3257
4	3310
1493	3124
7	2992
267	1064
644	1987
238	2496
220	1828
52	2704
616	1841
24	6035
396	3975
6	2967
41	2678
947	1359
2	3038
418	1404
54	6740
385	3369
56	1789
473	2515
19	4497
2031	2719
38	2518
642	2664
53	2083
32	3556
7	2117
225	3708
6	2629
9	1829
10	3116
152	2714
7	6255
300	1648
796	2322
7	2268
124	3038
17	2809
1047	5482
21	3123
2	3020
188	2564
29	6600
2268	3464
43	2361
694	3878
15	1843
209	2224
543	2711
443	2692
29	1373
497	1864
123	2986
28	2055
23	3454
10	3271
805	3349
1710	1735
145	2465
29	1800
4	1803
22	1515
56	1881
2199	3066
1596	2379
29	2238
36	2275
535	3075
8	2518
4	2994
165	3649
9	2335
25	2404
12	5248
