1682
4	222
7	165
96	210
156	175
12	151
6	302
14	180
9	102
231	261
5	121
9	198
98	484
5	279
13	325
6	121
15	101
45	243
138	187
63	318
3	125
20	352
4	194
4	99
59	149
77	204
26	313
17	140
17	87
21	158
16	117
2	119
8	264
4	233
20	145
139	151
22	151
7	148
3	241
10	325
14	152
14	188
8	232
8	221
69	132
15	249
9	188
56	172
25	104
1	185
13	158
7	96
8	115
134	176
124	163
37	287
37	137
4	62
72	306
73	211
3	212
1	182
56	139
2	220
75	121
6	144
6	132
2	146
17	97
3	197
4	174
2	219
3	156
14	148
7	205
70	258
2	89
9	106
51	142
39	290
52	175
4	303
21	274
7	266
6	171
62	89
42	98
13	201
31	195
11	280
7	136
5	150
24	207
58	124
8	221
3	463
5	139
26	129
5	190
44	135
3	119
13	162
122	173
7	229
12	125
160	248
215	312
19	121
111	121
10	177
5	235
116	145
28	194
4	176
31	212
94	101
16	185
2	131
203	214
84	133
3	259
96	126
121	287
5	176
31	165
3	123
19	267
3	147
6	245
2	103
18	205
9	209
41	86
8	125
3	157
12	105
5	150
2	123
131	145
59	249
19	122
6	111
5	159
2	225
8	184
4	185
30	203
3	324
11	121
158	176
13	132
13	211
3	137
2	247
125	162
113	207
10	170
2	226
67	152
179	305
105	156
6	118
4	96
2	201
5	169
74	127
233	372
12	132
80	259
14	94
6	107
164	192
4	201
19	145
7	358
36	267
2	238
206	240
55	113
8	123
43	175
7	111
4	188
3	135
4	90
96	101
6	109
10	197
113	143
55	115
1	108
7	190
1	125
38	103
6	195
18	171
8	225
8	199
8	97
15	238
99	173
9	254
9	105
19	248
3	126
76	102
23	278
145	166
59	172
49	282
8	321
6	144
1	226
12	151
125	152
25	136
214	224
4	173
99	123
241	248
72	160
34	117
24	136
15	106
107	187
10	168
9	139
6	141
4	110
2	233
4	179
4	240
233	318
67	81
28	311
7	140
74	140
14	189
2	215
4	178
5	249
8	101
6	101
95	250
9	171
11	246
9	166
35	220
23	60
148	274
16	136
79	133
24	93
206	245
28	273
11	203
64	161
26	95
135	199
9	190
163	252
5	115
147	255
103	143
10	165
3	164
12	151
56	150
13	194
90	148
25	136
18	134
7	191
3	137
5	237
6	190
60	302
8	138
83	101
9	208
54	193
95	168
3	157
88	179
4	163
14	165
3	299
13	113
6	190
16	103
115	162
5	118
32	105
14	169
12	147
24	171
11	603
2	128
68	157
11	105
24	174
3	230
3	295
2	183
4	91
68	88
7	154
14	196
22	127
5	189
7	79
4	137
76	222
5	171
7	125
67	146
7	365
5	191
12	203
20	108
57	318
37	335
35	154
38	304
12	196
12	216
4	109
2	133
7	104
21	183
193	207
1	138
106	271
89	274
22	199
201	238
42	185
124	182
150	284
6	139
9	208
51	190
32	191
54	202
37	222
4	106
9	99
5	121
10	180
19	119
108	176
36	118
7	255
4	97
18	166
53	315
17	227
134	235
9	168
213	222
10	135
13	152
109	157
3	166
5	204
15	155
5	129
80	184
2	106
97	124
96	222
5	257
89	266
39	134
5	266
4	142
13	176
8	166
6	152
126	153
27	171
132	159
173	198
17	167
24	166
104	239
188	190
16	518
16	270
19	83
168	238
11	111
19	155
75	226
3	172
2	167
4	68
4	232
124	162
29	137
5	183
49	122
52	185
91	125
68	122
101	185
27	239
159	179
53	112
4	200
4	216
5	133
7	135
146	176
3	124
237	391
5	217
19	207
4	120
15	184
48	197
17	150
27	183
10	95
57	215
10	168
4	215
14	104
8	164
30	312
24	128
95	165
17	129
132	267
9	148
22	179
11	138
18	133
19	197
5	120
4	160
9	183
23	159
52	94
6	155
47	217
3	279
9	122
17	297
9	187
38	141
5	80
12	124
29	158
83	159
7	261
3	163
12	163
94	286
128	146
108	108
107	192
6	204
84	269
73	117
2	161
4	76
10	177
115	132
43	115
5	114
3	133
15	177
5	200
51	151
25	78
49	154
9	133
21	245
5	105
4	181
1	166
19	157
6	98
30	197
53	265
42	231
16	208
2	185
2	76
80	138
88	221
69	160
6	303
6	76
118	205
7	181
4	198
9	235
46	154
57	169
7	210
4	150
108	127
48	147
198	223
16	63
13	112
9	122
7	237
11	120
8	153
138	180
84	115
51	57
12	152
12	134
2	368
116	257
8	173
3	336
28	197
12	126
83	125
24	177
106	197
45	138
21	219
2	189
7	76
9	226
3	238
32	161
85	202
51	116
6	103
9	181
129	181
14	302
5	182
51	206
39	89
8	178
3	196
13	171
26	41
3	175
5	185
178	188
146	179
108	156
3	534
4	232
7	239
11	110
200	233
2	202
95	129
13	182
2	101
16	142
3	125
5	253
8	76
22	222
8	158
14	176
29	114
4	174
67	160
2	104
8	387
10	211
11	164
4	254
12	91
2	122
54	121
9	218
3	172
10	117
17	240
157	348
5	173
8	215
34	216
14	83
8	141
11	155
2	167
75	141
16	235
22	141
2	236
2	63
223	243
14	192
47	204
159	231
131	216
86	187
6	140
17	143
11	127
7	157
25	103
5	133
35	196
175	252
79	166
32	106
31	125
29	207
40	101
7	189
11	335
21	152
3	246
49	149
24	236
85	197
24	154
23	179
5	107
235	284
229	374
11	92
7	166
22	122
5	133
15	158
14	128
4	281
60	152
138	175
17	181
3	177
64	223
2	176
7	156
11	343
22	144
10	153
20	194
23	166
4	207
29	117
32	128
15	126
31	246
10	126
102	210
6	213
10	76
4	71
9	98
154	157
16	131
8	217
84	223
113	178
3	218
80	219
75	165
16	194
25	96
148	274
24	213
6	153
55	130
18	173
20	213
56	172
91	178
91	151
27	116
36	169
20	432
129	167
1	88
18	249
73	125
17	237
5	127
4	175
24	185
73	261
7	274
8	267
24	150
13	208
26	126
11	142
37	96
90	279
101	255
12	216
